lat,lon
40.66193535945621,-73.93016485789653
40.75434676643549,-73.82137094935233
40.79881676206265,-73.96873982214959
40.541135407737606,-74.18830591469624
40.793660374788146,-73.97249823045138
40.76519603662928,-73.91391995774092
40.664727748094506,-73.886561334503
40.688259122463876,-73.95487680419025
40.574493658834946,-73.995216031343
40.80535976629342,-73.95162233050276
40.73936386322178,-73.98842005808291
40.84479082473288,-73.81937152849879
40.746231783993196,-73.89036714532389
40.76402496032785,-73.97048169304281
40.749422328142515,-73.94053600991373
40.72389965547563,-73.8984780230921
40.711243307134744,-74.01592517145173
40.72369214594464,-73.97603382195746
40.670262914700146,-73.82095447974059
40.76722749543292,-73.82112701583951
40.834676149253156,-73.93026902903412
40.83219714541317,-73.87201645941444
40.69074064815959,-73.99091300298974
40.72274491315367,-73.99693346958507
40.63184653322077,-73.94434442125527
40.5754634143213,-74.10271825343229
40.65308639716616,-73.93051649283944
40.783136814586875,-73.94790835987693
40.8817308470828,-73.9171250133544
40.69949676585196,-73.99657029002503
40.83758686876374,-73.86638645414115
40.56270197972135,-74.14649179627035
40.7462641777983,-73.98853795424814
40.748053465728525,-73.97118892625562
40.71838330983826,-73.99284643308857
40.83579652831595,-73.86107412416462
40.74650041839334,-73.91993861482923
40.76402496032785,-73.97048169304281
40.642434465143076,-73.96077042905354
40.71899401462258,-73.95959983223871
40.68584599747355,-73.94731009998691
40.82494880432053,-73.95154305067291
40.75949691801869,-73.96362531969818
40.74535742908476,-73.95252121269073
40.64219290930606,-73.96072733113357
40.7931995335743,-73.96358523621278
40.71928101136952,-73.9963744671836
40.88459274588833,-73.91231154421848
40.71929720847382,-74.00869767338959
40.75957782091029,-73.96802547312022
40.716198028399994,-73.98753668008486
40.72106994746819,-73.98726880718131
40.718361529337095,-73.99679298088736
40.777415997932025,-73.98090329954158
40.73095161894117,-73.85113581842995
40.73161296333895,-73.84891892568402
40.73095161894117,-73.85113581842995
40.72598088014222,-73.95607793460518
40.754530410925334,-73.98130689493593
40.73161629594243,-73.85148071770303
40.87833035031833,-73.90657377788568
40.73247159537116,-73.86164315102748
40.789095363543794,-73.97038390702454
40.67057790890648,-73.80534094518511
40.72066442662776,-73.9996861413908
40.770700427974965,-73.96199457392906
40.778805647862356,-73.94796590894302
40.73877956723681,-73.99247256249117
40.7379904753201,-73.98083882067674
40.778805647862356,-73.94796590894302
40.77198836620203,-73.92866668659158
40.81086351611407,-73.94106994679446
40.778805647862356,-73.94796590894302
40.74175494751263,-73.99362701423883
40.778805647862356,-73.94796590894302
40.70653112258488,-74.0110223971889
40.75065187332063,-73.98005198368246
40.713899948554555,-73.7786833642214
40.73841162977033,-73.84676725605964
40.704606595373534,-73.8811483380081
40.76028667501581,-73.895227961153
40.68250581759247,-73.98579791221046
40.73387969058628,-73.82531916517378
40.71770742395871,-73.93676570169862
40.748400014794406,-74.00583586969633
40.76990340169207,-73.9259612407838
40.69609320344547,-73.74362116515917
40.77190076420647,-73.92903864616316
40.73303223100415,-73.99600928676844
40.72351302162665,-74.01034334593864
40.75163292737109,-73.97245783326984
40.694683489617276,-73.85422073550839
40.75757822819593,-73.76797299399531
40.70760474829874,-74.0049089411505
40.71310717944048,-73.80635660777251
40.7312981272108,-73.95782798895908
40.63528371504945,-74.02025220761001
40.76990340169207,-73.9259612407838
40.69066883806728,-73.92761781151914
40.681913088187166,-73.94231601970985
40.69099001679807,-73.92768237024407
40.76990340169207,-73.9259612407838
40.736592044865525,-73.99320171300515
40.83273576516179,-73.93048065424942
40.70238616723121,-73.98569990588284
40.77051241009248,-73.9254587359379
40.76990340169207,-73.9259612407838
40.70974831269426,-74.00679194227898
40.736592044865525,-73.99320171300515
40.681934981220685,-73.94218620364275
40.744304637811965,-73.89592795019767
40.71652996688692,-73.85710212217046
40.6831407274791,-73.99856499499037
40.81630854684932,-73.80404401201638
40.709686229941944,-73.8192651216539
40.70897326081922,-73.85033366280857
40.763115050780506,-73.92092218736744
40.78174465948082,-73.95295384849764
40.76008257257609,-73.87001085909677
40.65732959576659,-73.95846943331652
40.69120377441747,-73.82156174860656
40.736947874093715,-73.87828687979648
40.709686229941944,-73.8192651216539
40.75902449635568,-73.82004088043107
40.61738916183596,-73.9634974459193
40.74219481704785,-73.87992287969446
40.686409117441585,-73.80985597301064
40.73756089864202,-74.00750564892053
40.75163292737109,-73.97245783326984
40.727861479462405,-73.95724928219559
40.771710870315445,-73.99039650762118
40.692641244492734,-73.95879361968659
40.81340071695955,-73.94321719591237
40.8157214786694,-73.94068992184562
40.72567795978767,-73.98379718318306
40.85543108855629,-73.89360682733961
40.76561398604396,-73.96069065452585
40.828115841390904,-73.9446355433585
40.732717249530765,-73.95805801710284
40.76639684834514,-73.96252409672076
40.73342543934776,-73.9581766439711
40.68128511683869,-73.94348833112164
40.72430671218775,-74.00143949918758
40.765149817253956,-73.98126059464177
40.739359118620705,-73.87957074020129
40.719042968527106,-73.84150517190018
40.75500981086715,-73.80377315835712
40.74653736569292,-73.91783814825422
40.80197510805985,-73.95754482139222
40.68837268390026,-73.97683619193552
40.76151419662358,-73.76125228205416
40.76415508107347,-73.96469853368812
40.75885278615065,-73.92552592881476
40.7233812719222,-73.84467686617867
40.71652996688692,-73.85710212217046
40.74659948029517,-73.97427883748098
40.763115050780506,-73.92092218736744
40.752876742022806,-73.99511298788225
40.73565605153896,-74.00732862363787
40.71373995217258,-73.9449361579703
40.6669160635699,-73.99157229743322
40.653640532000345,-73.9582554930261
40.7770700173837,-73.98005490162336
40.59119245008975,-73.9372167579828
40.86265677242236,-73.8383068364495
40.687184717826156,-73.96761667866517
40.68048741061593,-73.93502713885039
40.760996295613914,-73.97722966710955
40.69345806301279,-73.99218558528955
40.70432723447391,-74.00922950977888
40.75039273139439,-73.99478112553727
40.752876742022806,-73.99511298788225
40.72154524559446,-73.84483988060846
40.77028043396139,-73.96184679302213
40.76201428638656,-73.97571680869875
40.630842840016975,-74.01913041565113
40.7197192177022,-73.98473297927016
40.72430671218775,-74.00143949918758
40.845855556881986,-73.84775586888823
40.75784724596427,-73.99122871076422
40.730064875998096,-73.95555207121924
40.61848503370778,-73.91350041030312
40.72348478155677,-73.98298597873386
40.571357680649186,-73.86119937409707
40.7483076007645,-73.87497104395078
40.71523516452979,-74.00541812909766
40.73205295065168,-73.75519142445704
40.740436631083575,-73.92303850771624
40.720650279341534,-73.73257406845353
40.71437059813439,-73.837014452271
40.74606847544744,-73.98207075684614
40.70349572364307,-73.89020299545672
40.72272571702324,-74.00233417012565
40.7475503669899,-73.9803957698616
40.740436631083575,-73.92303850771624
40.70268552328233,-74.0127998138391
40.74251084006392,-73.9178719838134
40.740436631083575,-73.92303850771624
40.75264157307053,-73.93987263381857
40.76501575840276,-73.7717195175734
40.67163784790894,-73.94475462201524
40.7520544861983,-73.94042899146159
40.75207369008759,-73.94041092792824
40.75207369008759,-73.94041092792824
40.752243783959486,-73.94025557668047
40.75227944693359,-73.94021945186384
40.742481089622785,-73.98208615724498
40.7520544861983,-73.94042899146159
40.7520544861983,-73.94042899146159
40.89036957817143,-73.85022545597538
40.75303720219127,-73.94061579750935
40.74650041839334,-73.91993861482923
40.84408156257244,-73.84915142230848
40.75225199947212,-73.9402194764953
40.66754657458119,-73.8198334986687
40.765615883338064,-73.97819195910945
40.7099143854737,-73.96852541837481
40.710863460346204,-73.95800323427233
40.675049111776346,-73.95638546480053
40.75570640410439,-73.9920447324457
